ID_Faktur ,tgl_trx, Kode_Barang , ID_Apotek ,PelangganID,Kasir_ID,SupplierID,JumlahTerjual,Harga_Satuan,Diskon,TotalPenjualan,Keuntungan,MetodePembayaran,ChannelTransaksi
FKT00399,2026-12-16,PRD049,APT033,PLG020,KRY023,SUP089,2,96500,0.0,193000,50000,E-Wallet,Apotek Ritel Internal
FKT00400,2026-11-09,PRD071,APT045,PLG141,KRY066,SUP098,6,74000,22200.0,421800,97800,QRIS,Apotek Ritel Internal
FKT00401,2026-10-23,PRD075,APT083,PLG120,KRY112,SUP063,8,77000,30800.0,585200,113200,Kredit,Apotek Ritel Internal
FKT00402,2026-10-17,PRD005,APT020,PLG119,KRY019,SUP086,1,80500,1600.0,78900,11400,Debit,Apotek Ritel Internal
FKT00403,11/08/2026,PRD099,APT092,PLG053,KRY038,SUP002,1,63000,1300.0,61700,8200,Debit,Apotek Ritel Internal
FKT00404,18-12-2026,PRD047,APT011,PLG050,KRY004,SUP096,1,56500,0.0,56500,9500,E-Wallet,Apotek Ritel Internal
FKT00405,12/08/2026,PRD107,APT020,PLG070,KRY018,SUP059,1,80000,1600.0,78400,6900,QRIS,Apotek Ritel Internal
FKT00406,26-11-2026,PRD116,APT048,PLG006,KRY106,SUP059,5,24500,0.0,122500,30000,Debit,Apotek Ritel Internal
FKT00407,2026-02-02,PRD047,APT035,PLG024,KRY101,SUP096,8,57500,23000.0,437000,61000,QRIS,Apotek Ritel Internal
FKT00408,27/02/2026,PRD057,APT012,PLG149,KRY039,SUP067,2,42000,0.0,84000,21000,Tunai,Apotek Ritel Internal
FKT00409,10-06-2026,PRD067,APT037,PLG061,KRY021,SUP074,1,41000,0.0,41000,9000,Debit,Apotek Ritel Internal
FKT00410,2026-08-14,PRD100,APT006,PLG137,KRY029,SUP037,3,89500,0.0,268500,69000,Kredit,Apotek Ritel Internal
FKT00411,01-09-2026,PRD116,APT089,PLG038,KRY047,SUP059,2,25000,2500.0,47500,10500,Tunai,Apotek Ritel Internal
FKT00412,2026-11-27,PRD069,APT086,PLG014,KRY089,SUP061,6,74500,0.0,447000,54000,E-Wallet,Apotek Ritel Internal
FKT00413,16/07/2026,PRD115,APT035,PLG032,KRY094,SUP083,5,62500,0.0,312500,62500,Kredit,Apotek Ritel Internal
FKT00414,11/05/2026,PRD112,APT078,PLG077,KRY004,SUP096,5,65000,32500.0,292500,42500,Debit,Apotek Ritel Internal
FKT00415,26-11-2026,PRD003,APT088,PLG126,KRY061,SUP006,4,32000,6400.0,121600,13600,Tunai,Apotek Ritel Internal
FKT00416,24-03-2026,PRD057,APT034,PLG141,KRY095,SUP067,2,43500,0.0,87000,24000,Tunai,Apotek Ritel Internal
FKT00417,25/11/2026,PRD071,APT082,PLG035,KRY080,SUP098,2,74000,0.0,148000,40000,E-Wallet,Apotek Ritel Internal
FKT00418,17-05-2026,PRD082,APT078,PLG034,KRY118,SUP062,4,75000,0.0,300000,60000,QRIS,Apotek Ritel Internal
FKT00419,27-12-2026,PRD038,APT027,PLG022,KRY092,SUP020,2,80000,16000.0,144000,21000,E-Wallet,Apotek Ritel Internal
FKT00420,18-04-2026,PRD073,APT064,PLG023,KRY119,SUP007,1,75500,7600.0,67900,5900,Tunai,Apotek Ritel Internal
FKT00421,25/07/2026,PRD068,APT014,PLG095,KRY059,SUP067,8,29500,0.0,236000,36000,E-Wallet,Apotek Ritel Internal
FKT00422,11/08/2026,PRD111,APT084,PLG127,KRY025,SUP013,1,74000,0.0,74000,8000,Debit,Apotek Ritel Internal
FKT00423,2026-05-28,PRD045,APT042,PLG053,KRY077,SUP003,1,78500,3900.0,74600,9100,QRIS,Apotek Ritel Internal
FKT00424,01-05-2026,PRD033,APT025,PLG116,KRY117,SUP021,1,24000,,23500,6000,Kredit,Apotek Ritel Internal
FKT00425,28-05-2026,PRD038,APT071,PLG055,KRY069,SUP020,4,81000,6500.0,317500,71500,Tunai,Apotek Ritel Internal
FKT00426,2026-02-18,PRD004,APT094,PLG121,KRY117,SUP043,2,15500,3100.0,27900,4900,E-Wallet,Apotek Ritel Internal
FKT00427,2026-12-30,PRD004,APT025,PLG098,KRY039,SUP043,10,16000,0.0,160000,45000,E-Wallet,Apotek Ritel Internal
FKT00428,2026-01-22,PRD030,APT051,PLG087,KRY053,SUP084,1,15500,800.0,14700,3200,Kredit,Apotek Ritel Internal
FKT00429,14/03/2026,PRD036,APT097,PLG128,KRY088,SUP069,4,9500,0.0,38000,6000,Debit,Apotek Ritel Internal
FKT00430,10/11/2026,PRD110,APT051,PLG112,KRY049,SUP053,2,54000,5400.0,102600,19600,QRIS,Apotek Ritel Internal
FKT00431,12-10-2026,PRD075,APT082,PLG014,KRY080,SUP063,1,76500,0.0,76500,17500,Kredit,Apotek Ritel Internal
FKT00432,14/11/2026,PRD011,APT089,PLG127,KRY006,SUP026,2,50000,2000.0,98000,13000,Kredit,Apotek Ritel Internal
FKT00433,2026-05-04,PRD041,APT020,PLG073,KRY024,SUP060,5,47000,0.0,235000,65000,Debit,Apotek Ritel Internal
FKT00434,16-10-2026,PRD067,APT060,PLG002,KRY068,SUP074,4,41500,0.0,166000,38000,Tunai,Apotek Ritel Internal
FKT00435,2026-05-07,PRD076,APT089,PLG007,KRY037,SUP002,3,54000,0.0,162000,34500,Debit,Apotek Ritel Internal
FKT00436,30-10-2026,PRD010,APT032,PLG008,KRY037,SUP085,2,50000,2000.0,98000,20000,Kredit,Apotek Ritel Internal
FKT00437,18/11/2026,PRD068,APT001,PLG012,KRY072,SUP067,2,31000,9300.0,52700,2700,E-Wallet,Apotek Ritel Internal
FKT00438,26/04/2026,PRD072,APT032,PLG015,KRY037,SUP015,2,42000,0.0,84000,14000,Kredit,Apotek Ritel Internal
FKT00439,03/11/2026,PRD002,APT020,PLG100,KRY100,SUP078,2,52500,5200.0,99800,13800,QRIS,Apotek Ritel Internal
FKT00440,03/03/2026,PRD092,APT077,PLG080,KRY117,SUP048,2,47500,4800.0,90200,9200,E-Wallet,Apotek Ritel Internal
FKT00441,13-04-2026,PRD105,APT046,PLG145,KRY077,SUP044,2,52500,5200.0,99800,18800,E-Wallet,Apotek Ritel Internal
FKT00442,06/04/2026,PRD049,APT004,PLG088,KRY071,SUP089,3,97500,5800.0,286700,72200,QRIS,Apotek Ritel Internal
FKT00443,11/09/2026,PRD073,APT009,PLG120,KRY067,SUP007,1,74500,0.0,74500,12500,QRIS,Apotek Ritel Internal
FKT00444,2026-12-17,PRD098,APT052,PLG076,KRY024,SUP046,3,64000,0.0,192000,37500,E-Wallet,Apotek Ritel Internal
FKT00445,06-08-2026,PRD053,APT074,PLG065,KRY087,SUP002,1,73000,3600.0,69400,3900,Tunai,Apotek Ritel Internal
FKT00446,2026-02-28,PRD053,APT081,PLG101,KRY097,SUP002,1,74500,0.0,74500,9000,E-Wallet,Apotek Ritel Internal
FKT00447,2026-08-21,PRD052,APT083,PLG088,KRY068,SUP006,1,22000,1100.0,20900,1900,E-Wallet,Apotek Ritel Internal
FKT00448,13/05/2026,PRD010,APT053,PLG002,KRY043,SUP085,1,49000,1000.0,48000,9000,Kredit,Apotek Ritel Internal
FKT00449,21/12/2026,PRD075,APT077,PLG125,KRY117,SUP063,3,77000,0.0,231000,54000,Kredit,Apotek Ritel Internal
FKT00450,01-05-2026,PRD022,APT083,PLG049,KRY068,SUP075,1,72000,0.0,72000,19500,QRIS,Apotek Ritel Internal
FKT00451,2026-08-12,PRD099,APT054,PLG023,KRY079,SUP002,4,63000,0.0,252000,38000,Tunai,Apotek Ritel Internal
FKT00452,2026-05-24,PRD079,APT096,PLG121,KRY003,SUP077,5,60500,0.0,302500,42500,Debit,Apotek Ritel Internal
FKT00453,2026-10-19,PRD046,APT032,PLG027,KRY096,SUP085,10,40000,20000.0,380000,40000,E-Wallet,Apotek Ritel Internal
FKT00454,2026-10-11,PRD003,APT037,PLG132,KRY021,SUP006,1,31500,0.0,31500,4500,Kredit,Apotek Ritel Internal
FKT00455,23/10/2026,PRD005,APT089,PLG107,KRY114,SUP086,2,79500,3200.0,155800,20800,Debit,Apotek Ritel Internal
FKT00456,18/08/2026,PRD002,APT028,PLG050,KRY006,SUP078,2,51500,0.0,103000,17000,E-Wallet,Apotek Ritel Internal
FKT00457,2026-12-17,PRD069,APT086,PLG120,KRY017,SUP061,6,74500,22400.0,424600,31600,Kredit,Apotek Ritel Internal
FKT00458,2026-12-11,PRD042,APT046,PLG042,KRY080,SUP042,1,9000,400.0,8600,2100,Kredit,Apotek Ritel Internal
FKT00459,20-05-2026,PRD056,APT082,PLG127,KRY080,SUP011,1,89000,0.0,89000,14000,Tunai,Apotek Ritel Internal
FKT00460,03-07-2026,PRD041,APT014,PLG129,KRY040,SUP060,5,46000,0.0,230000,60000,E-Wallet,Apotek Ritel Internal
FKT00461,2026-05-16,PRD030,APT033,PLG091,KRY014,SUP084,4,16000,0.0,64000,18000,QRIS,Apotek Ritel Internal
FKT00462,20/12/2026,PRD069,APT010,PLG013,KRY120,SUP061,4,73000,43800.0,248200,0,E-Wallet,Apotek Ritel Internal
FKT00463,09/11/2026,PRD114,APT083,PLG011,KRY068,SUP057,1,57000,5700.0,51300,1300,Debit,Apotek Ritel Internal
FKT00464,2026-03-22,PRD080,APT078,PLG128,KRY004,SUP054,1,51500,0.0,51500,13500,QRIS,Apotek Ritel Internal
FKT00465,04/03/2026,PRD049,APT040,PLG002,KRY009,SUP089,5,96500,0.0,482500,125000,E-Wallet,Apotek Ritel Internal
FKT00466,23-06-2026,PRD087,APT035,PLG063,KRY094,SUP061,4,25500,0.0,102000,12000,QRIS,Apotek Ritel Internal
FKT00467,2026-03-12,PRD048,APT039,PLG118,KRY045,SUP033,8,44000,0.0,352000,52000,Tunai,Apotek Ritel Internal
FKT00468,22-09-2026,PRD007,APT030,PLG043,KRY070,SUP073,1,30500,600.0,29900,4900,QRIS,Apotek Ritel Internal
FKT00469,2026-12-10,PRD048,APT089,PLG142,KRY112,SUP033,2,45000,0.0,90000,15000,Debit,Apotek Ritel Internal
FKT00470,2026-01-05,PRD107,APT061,PLG038,KRY090,SUP059,2,81000,0.0,162000,19000,E-Wallet,Apotek Ritel Internal
FKT00471,16-11-2026,PRD074,APT072,PLG104,KRY041,SUP007,6,80000,0.0,480000,123000,Debit,Apotek Ritel Internal
FKT00472,2026-07-19,PRD085,APT013,PLG139,KRY061,SUP005,1,27000,500.0,26500,4500,E-Wallet,Apotek Ritel Internal
FKT00473,2026-06-24,PRD017,APT002,PLG139,KRY109,SUP097,1,71500,3600.0,67900,7400,E-Wallet,Apotek Ritel Internal
FKT00474,2026-02-26,PRD098,APT025,PLG130,KRY046,SUP046,1,65500,6600.0,58900,7400,Kredit,Apotek Ritel Internal
FKT00475,02/06/2026,PRD001,APT033,PLG061,KRY014,SUP034,2,32000,1300.0,62700,11700,E-Wallet,Apotek Ritel Internal
FKT00476,17-11-2026,PRD084,APT010,PLG133,KRY108,SUP096,5,10000,0.0,50000,7500,QRIS,Apotek Ritel Internal
FKT00477,31/12/2026,PRD047,APT010,PLG109,KRY108,SUP096,2,56500,0.0,113000,19000,E-Wallet,Apotek Ritel Internal
FKT00478,26/07/2026,PRD059,APT037,PLG068,KRY021,SUP085,3,35500,2100.0,104400,14400,Kredit,Apotek Ritel Internal
FKT00479,2026-08-02,PRD015,APT013,PLG118,KRY010,SUP018,8,22500,18000.0,162000,14000,Tunai,Apotek Ritel Internal
FKT00480,02-11-2026,PRD086,APT095,PLG095,KRY052,SUP068,3,66000,,198000,21000,Debit,Apotek Ritel Internal
FKT00481,20-10-2026,PRD059,APT012,PLG079,KRY039,SUP085,2,35500,0.0,71000,11000,QRIS,Apotek Ritel Internal
FKT00482,14/03/2026,PRD048,APT094,PLG079,KRY114,SUP033,1,44000,2200.0,41800,4300,Kredit,Apotek Ritel Internal
FKT00483,03/06/2026,PRD102,APT040,PLG147,KRY065,SUP057,3,9500,1400.0,27100,3100,Kredit,Apotek Ritel Internal
FKT00484,17/05/2026,PRD072,APT078,PLG115,KRY004,SUP015,5,41500,0.0,207500,32500,E-Wallet,Apotek Ritel Internal
FKT00485,07-12-2026,PRD046,APT090,PLG087,KRY070,SUP085,1,41000,4100.0,36900,2900,Debit,Apotek Ritel Internal
FKT00486,23/05/2026,PRD002,APT064,PLG080,KRY027,SUP078,3,51000,0.0,153000,24000,E-Wallet,Apotek Ritel Internal
FKT00487,05-10-2026,PRD004,APT058,PLG049,KRY057,SUP043,2,14500,0.0,29000,6000,E-Wallet,Apotek Ritel Internal
FKT00488,03-04-2026,PRD031,APT020,PLG149,KRY057,SUP017,1,26500,500.0,26000,3500,Kredit,Apotek Ritel Internal
FKT00489,11-04-2026,PRD049,APT040,PLG136,KRY065,SUP089,2,96000,0.0,192000,49000,Tunai,Apotek Ritel Internal
FKT00490,06-05-2026,PRD029,APT009,PLG079,KRY067,SUP096,3,70000,4200.0,205800,16800,Debit,Apotek Ritel Internal
FKT00491,10-04-2026,PRD046,APT031,PLG106,KRY056,SUP085,1,39500,0.0,39500,5500,QRIS,Apotek Ritel Internal
FKT00492,2026-11-02,PRD056,APT078,PLG099,KRY004,SUP011,1,88500,0.0,88500,13500,Kredit,Apotek Ritel Internal
FKT00493,03/02/2026,PRD047,APT024,PLG005,KRY081,SUP096,3,57000,3400.0,167600,26600,QRIS,Apotek Ritel Internal
FKT00494,2026-10-12,PRD012,APT058,PLG115,KRY035,SUP054,5,15000,0.0,75000,15000,QRIS,Apotek Ritel Internal
FKT00495,11-07-2026,PRD019,APT024,PLG109,KRY081,SUP043,1,39000,5800.0,33200,200,E-Wallet,Apotek Ritel Internal
FKT00496,29-05-2026,PRD019,APT006,PLG124,KRY029,SUP043,3,40000,0.0,120000,21000,Debit,Apotek Ritel Internal
FKT00497,10/12/2026,PRD004,APT077,PLG145,KRY117,SUP043,2,15000,600.0,29400,6400,QRIS,Apotek Ritel Internal
FKT00498,12-10-2026,PRD103,APT020,PLG130,KRY103,SUP042,2,18000,3600.0,32400,3400,Debit,Apotek Ritel Internal
FKT00499,2026-12-29,PRD028,APT098,PLG088,KRY027,SUP049,2,62500,0.0,125000,33000,QRIS,Apotek Ritel Internal
FKT00500,2026-11-27,PRD069,APT001,PLG003,KRY072,SUP061,2,74500,7400.0,141600,10600,Kredit,Apotek Ritel Internal
FKT00501,2026-04-18,PRD003,APT084,PLG114,KRY025,SUP006,2,32000,3200.0,60800,6800,Debit,Apotek Ritel Internal
FKT00502,04/04/2026,PRD053,APT094,PLG114,KRY002,SUP002,1,73000,3600.0,69400,3900,Debit,Apotek Ritel Internal
FKT00503,21/12/2026,PRD034,APT074,PLG060,KRY087,SUP049,8,99000,0.0,792000,180000,E-Wallet,Apotek Ritel Internal
FKT00504,04-11-2026,PRD101,APT058,PLG127,KRY035,SUP033,3,35000,5200.0,99800,18800,E-Wallet,Apotek Ritel Internal
FKT00505,2026-12-05,PRD086,APT013,PLG146,KRY010,SUP068,6,67000,20100.0,381900,27900,QRIS,Apotek Ritel Internal
FKT00506,20/12/2026,PRD029,APT056,PLG117,KRY036,SUP096,8,71500,11400.0,560600,56600,Tunai,Apotek Ritel Internal
FKT00507,15/06/2026,PRD120,APT026,PLG133,KRY048,SUP033,2,25000,2500.0,47500,8500,QRIS,Apotek Ritel Internal
FKT00508,25/01/2026,PRD048,APT044,PLG002,KRY051,SUP033,1,43500,4400.0,39100,1600,Tunai,Apotek Ritel Internal
FKT00509,26/04/2026,PRD048,APT007,PLG064,KRY026,SUP033,1,44000,0.0,44000,6500,Tunai,Apotek Ritel Internal
FKT00510,2026-01-15,PRD092,APT060,PLG086,KRY108,SUP048,1,47500,0.0,47500,7000,Debit,Apotek Ritel Internal
FKT00511,28-01-2026,PRD059,APT024,PLG019,KRY081,SUP085,4,36500,0.0,146000,26000,Tunai,Apotek Ritel Internal
FKT00512,2026-02-13,PRD109,APT036,PLG017,KRY093,SUP029,1,55500,0.0,55500,11000,E-Wallet,Apotek Ritel Internal
FKT00513,17/11/2026,PRD010,APT006,PLG014,KRY029,SUP085,5,49000,0.0,245000,50000,Kredit,Apotek Ritel Internal
FKT00514,30-04-2026,PRD090,APT063,PLG117,KRY084,SUP096,2,45500,9100.0,81900,2900,E-Wallet,Apotek Ritel Internal
FKT00515,21-02-2026,PRD113,APT081,PLG117,KRY103,SUP063,3,20500,0.0,61500,15000,E-Wallet,Apotek Ritel Internal
FKT00516,04-02-2026,PRD098,APT091,PLG033,KRY007,SUP046,2,64500,6400.0,122600,19600,Kredit,Apotek Ritel Internal
FKT00517,02/04/2026,PRD012,APT060,PLG132,KRY084,SUP054,4,14500,1200.0,56800,8800,E-Wallet,Apotek Ritel Internal
FKT00518,20/06/2026,PRD040,APT035,PLG003,KRY094,SUP042,1,93000,4600.0,88400,9900,E-Wallet,Apotek Ritel Internal
FKT00519,28-01-2026,PRD023,APT020,PLG052,KRY101,SUP097,1,56500,1100.0,55400,7400,Kredit,Apotek Ritel Internal
FKT00520,04-11-2026,PRD099,APT057,PLG086,KRY079,SUP002,1,63000,0.0,63000,9500,Kredit,Apotek Ritel Internal
FKT00521,22-01-2026,PRD109,APT065,PLG059,KRY033,SUP029,3,55500,0.0,166500,33000,Debit,Apotek Ritel Internal
FKT00522,2026-05-27,PRD120,APT035,PLG019,KRY101,SUP033,1,24000,0.0,24000,4500,Kredit,Apotek Ritel Internal
FKT00523,2026-04-10,PRD108,APT035,PLG008,KRY094,SUP087,1,56500,0.0,56500,6000,Debit,Apotek Ritel Internal
FKT00524,2026-03-31,PRD064,APT017,PLG006,KRY102,SUP040,5,32000,,160000,40000,QRIS,Apotek Ritel Internal
FKT00525,14-07-2026,PRD105,APT033,PLG054,KRY023,SUP044,2,52500,,99800,18800,QRIS,Apotek Ritel Internal
FKT00526,27/09/2026,PRD120,APT089,PLG017,KRY016,SUP033,1,24500,1200.0,23300,3800,QRIS,Apotek Ritel Internal
FKT00527,30/09/2026,PRD044,APT060,PLG063,KRY118,SUP093,1,16000,300.0,15700,2200,E-Wallet,Apotek Ritel Internal
FKT00528,31-05-2026,PRD038,APT006,PLG072,KRY028,SUP020,5,80500,40200.0,362300,54800,QRIS,Apotek Ritel Internal
FKT00529,11/02/2026,PRD091,APT062,PLG043,KRY051,SUP022,4,19500,3900.0,74100,12100,Debit,Apotek Ritel Internal
FKT00530,13-09-2026,PRD020,APT073,PLG135,KRY060,SUP089,4,39000,0.0,156000,26000,E-Wallet,Apotek Ritel Internal
FKT00531,25/07/2026,PRD091,APT065,PLG054,KRY018,SUP022,6,18500,11100.0,99900,6900,Kredit,Apotek Ritel Internal
FKT00532,22-04-2026,PRD106,APT058,PLG096,KRY057,SUP072,3,72000,10800.0,205200,44700,Debit,Apotek Ritel Internal
FKT00533,16/08/2026,PRD027,APT004,PLG132,KRY071,SUP034,2,29000,0.0,58000,6000,Debit,Apotek Ritel Internal
FKT00534,12/09/2026,PRD045,APT017,PLG060,KRY102,SUP003,3,78500,23600.0,211900,15400,Debit,Apotek Ritel Internal
FKT00535,14/09/2026,PRD072,APT081,PLG059,KRY097,SUP015,1,41500,0.0,41500,6500,QRIS,Apotek Ritel Internal
FKT00536,09/06/2026,PRD034,APT083,PLG071,KRY068,SUP049,4,99500,59700.0,338300,32300,E-Wallet,Apotek Ritel Internal
FKT00537,10/06/2026,PRD095,APT081,PLG104,KRY103,SUP086,5,73500,0.0,367500,60000,E-Wallet,Apotek Ritel Internal
FKT00538,18-03-2026,PRD027,APT075,PLG054,KRY099,SUP034,1,29500,1500.0,28000,2000,Kredit,Apotek Ritel Internal
FKT00539,2026-08-25,PRD008,APT087,PLG110,KRY077,SUP075,1,35500,3600.0,31900,2400,Tunai,Apotek Ritel Internal
FKT00540,10-05-2026,PRD113,APT001,PLG091,KRY072,SUP063,1,21000,400.0,20600,5100,Kredit,Apotek Ritel Internal
FKT00541,20/12/2026,PRD038,APT002,PLG009,KRY082,SUP020,1,80000,1600.0,78400,16900,E-Wallet,Apotek Ritel Internal
FKT00542,2026-11-08,PRD046,APT037,PLG101,KRY021,SUP085,2,40000,,80000,12000,Debit,Apotek Ritel Internal
FKT00543,2026-10-19,PRD072,APT029,PLG044,KRY014,SUP015,3,41500,0.0,124500,19500,E-Wallet,Apotek Ritel Internal
FKT00544,2026-05-03,PRD108,APT037,PLG053,KRY021,SUP087,1,57000,0.0,57000,6500,Tunai,Apotek Ritel Internal
FKT00545,08-07-2026,PRD019,APT087,PLG106,KRY077,SUP043,1,38500,0.0,38500,5500,Kredit,Apotek Ritel Internal
FKT00546,2026-09-02,PRD046,APT091,PLG053,KRY007,SUP085,5,40000,0.0,200000,30000,Kredit,Apotek Ritel Internal
FKT00547,2026-03-23,PRD113,APT060,PLG129,KRY092,SUP063,3,21000,0.0,63000,16500,QRIS,Apotek Ritel Internal
FKT00548,20-11-2026,PRD092,APT052,PLG146,KRY098,SUP048,2,48500,0.0,97000,16000,Tunai,Apotek Ritel Internal
FKT00549,28/05/2026,PRD109,APT033,PLG077,KRY023,SUP029,3,55500,0.0,166500,33000,QRIS,Apotek Ritel Internal
FKT00550,2026-11-13,PRD052,APT092,PLG047,KRY038,SUP006,2,22000,0.0,44000,6000,QRIS,Apotek Ritel Internal
FKT00551,21-05-2026,PRD061,APT068,PLG018,KRY016,SUP091,6,38500,34600.0,196400,1400,E-Wallet,Apotek Ritel Internal
FKT00552,2026-03-04,PRD006,APT010,PLG084,KRY120,SUP025,2,84500,0.0,169000,22000,Tunai,Apotek Ritel Internal
FKT00553,2026-11-13,PRD040,APT037,PLG050,KRY021,SUP042,1,92500,0.0,92500,14000,QRIS,Apotek Ritel Internal
FKT00554,2026-06-17,PRD053,APT045,PLG022,KRY066,SUP002,4,73500,0.0,294000,32000,Debit,Apotek Ritel Internal
FKT00555,20/04/2026,PRD010,APT029,PLG137,KRY095,SUP085,2,48500,1900.0,95100,17100,Tunai,Apotek Ritel Internal
FKT00556,2026-12-13,PRD050,APT017,PLG009,KRY102,SUP076,2,49000,,93100,17100,E-Wallet,Apotek Ritel Internal
FKT00557,25/11/2026,PRD075,APT010,PLG079,KRY120,SUP063,1,76000,0.0,76000,17000,Kredit,Apotek Ritel Internal
FKT00558,2026-04-14,PRD044,APT024,PLG024,KRY081,SUP093,2,15000,,30000,3000,QRIS,Apotek Ritel Internal
FKT00559,15/12/2026,PRD027,APT089,PLG043,KRY093,SUP034,1,29000,0.0,29000,3000,Debit,Apotek Ritel Internal
FKT00560,15/06/2026,PRD022,APT020,PLG139,KRY051,SUP075,8,70500,0.0,564000,144000,Tunai,Apotek Ritel Internal
FKT00561,02/07/2026,PRD002,APT066,PLG004,KRY050,SUP078,1,51500,0.0,51500,8500,Debit,Apotek Ritel Internal
FKT00562,29-11-2026,PRD004,APT089,PLG106,KRY039,SUP043,4,15000,9000.0,51000,5000,Tunai,Apotek Ritel Internal
FKT00563,2026-12-31,PRD120,APT087,PLG044,KRY077,SUP033,8,25000,0.0,200000,44000,Kredit,Apotek Ritel Internal
FKT00564,14-12-2026,PRD088,APT013,PLG045,KRY061,SUP087,10,62000,0.0,620000,170000,Debit,Apotek Ritel Internal
FKT00565,10-01-2026,PRD067,APT037,PLG060,KRY021,SUP074,1,42000,2100.0,39900,7900,Tunai,Apotek Ritel Internal
FKT00566,25-11-2026,PRD028,APT008,PLG036,KRY048,SUP049,2,62000,,124000,32000,QRIS,Apotek Ritel Internal
FKT00567,15-12-2026,PRD084,APT032,PLG072,KRY096,SUP096,3,9500,0.0,28500,3000,Kredit,Apotek Ritel Internal
FKT00568,2026-11-28,PRD087,APT023,PLG085,KRY030,SUP061,1,25500,0.0,25500,3000,QRIS,Apotek Ritel Internal
FKT00569,18-12-2026,PRD027,APT088,PLG134,KRY042,SUP034,1,30000,0.0,30000,4000,Kredit,Apotek Ritel Internal
FKT00570,2026-02-05,PRD004,APT099,PLG053,KRY063,SUP043,1,15500,0.0,15500,4000,QRIS,Apotek Ritel Internal
FKT00571,01-05-2026,PRD049,APT045,PLG043,KRY066,SUP089,1,96500,1900.0,94600,23100,Debit,Apotek Ritel Internal
FKT00572,2026-05-27,PRD116,APT020,PLG124,KRY011,SUP059,8,25000,0.0,200000,52000,QRIS,Apotek Ritel Internal
FKT00573,30-08-2026,PRD057,APT076,PLG040,KRY105,SUP067,8,42500,0.0,340000,88000,Kredit,Apotek Ritel Internal
FKT00574,07/08/2026,PRD087,APT093,PLG138,KRY020,SUP061,3,25000,0.0,75000,7500,Kredit,Apotek Ritel Internal
FKT00575,06-06-2026,PRD044,APT061,PLG019,KRY043,SUP093,1,15500,0.0,15500,2000,QRIS,Apotek Ritel Internal
FKT00576,24-12-2026,PRD083,APT049,PLG107,KRY051,SUP031,10,35000,0.0,350000,80000,Debit,Apotek Ritel Internal
FKT00577,25-11-2026,PRD006,APT089,PLG032,KRY050,SUP025,8,84500,0.0,676000,88000,Kredit,Apotek Ritel Internal
FKT00578,2026-05-11,PRD087,APT034,PLG126,KRY082,SUP061,3,26000,0.0,78000,10500,Kredit,Apotek Ritel Internal
FKT00579,06/08/2026,PRD028,APT003,PLG093,KRY081,SUP049,4,61500,4900.0,241100,57100,QRIS,Apotek Ritel Internal
FKT00580,14/05/2026,PRD113,APT014,PLG064,KRY059,SUP063,1,20500,400.0,20100,4600,Kredit,Apotek Ritel Internal
FKT00581,23/07/2026,PRD117,APT008,PLG049,KRY113,SUP007,2,88500,0.0,177000,19000,Debit,Apotek Ritel Internal
FKT00582,14/09/2026,PRD075,APT037,PLG079,KRY021,SUP063,4,77500,31000.0,279000,43000,Tunai,Apotek Ritel Internal
FKT00583,2026-11-22,PRD091,APT083,PLG069,KRY068,SUP022,8,18500,3000.0,145000,21000,Tunai,Apotek Ritel Internal
FKT00584,28-03-2026,PRD001,APT006,PLG107,KRY029,SUP034,3,33000,0.0,99000,22500,QRIS,Apotek Ritel Internal
FKT00585,07/05/2026,PRD055,APT050,PLG029,KRY075,SUP010,3,65000,0.0,195000,33000,Tunai,Apotek Ritel Internal
FKT00586,04/04/2026,PRD022,APT098,PLG105,KRY057,SUP075,3,71500,0.0,214500,57000,QRIS,Apotek Ritel Internal
FKT00587,10/02/2026,PRD045,APT026,PLG088,KRY048,SUP003,3,78500,0.0,235500,39000,Tunai,Apotek Ritel Internal
FKT00588,22-04-2026,PRD066,APT099,PLG025,KRY063,SUP056,2,88500,,177000,18000,E-Wallet,Apotek Ritel Internal
FKT00589,17-05-2026,PRD054,APT033,PLG110,KRY023,SUP007,2,53500,16000.0,91000,0,QRIS,Apotek Ritel Internal
FKT00590,04/07/2026,PRD045,APT006,PLG092,KRY029,SUP003,5,78000,0.0,390000,62500,Kredit,Apotek Ritel Internal
FKT00591,28/04/2026,PRD060,APT095,PLG064,KRY091,SUP001,2,15500,600.0,30400,5400,Kredit,Apotek Ritel Internal
FKT00592,2026-09-21,PRD022,APT098,PLG083,KRY003,SUP075,3,70500,31700.0,179800,22300,Debit,Apotek Ritel Internal
FKT00593,14-12-2026,PRD069,APT038,PLG021,KRY064,SUP061,2,73500,22000.0,125000,0,Tunai,Apotek Ritel Internal
FKT00594,17-07-2026,PRD023,APT014,PLG134,KRY040,SUP097,1,56000,0.0,56000,8000,E-Wallet,Apotek Ritel Internal
FKT00595,04-11-2026,PRD055,APT054,PLG063,KRY079,SUP010,1,66000,1300.0,64700,10700,Tunai,Apotek Ritel Internal
FKT00596,11/08/2026,PRD003,APT093,PLG084,KRY116,SUP006,2,32000,0.0,64000,10000,Debit,Apotek Ritel Internal
FKT00597,07-12-2026,PRD107,APT013,PLG035,KRY061,SUP059,1,81000,0.0,81000,9500,QRIS,Apotek Ritel Internal
